ID;Jour;Heure;Mode;Direction;Frequence;Motif_deplacement;Motif_dep_commentaires;Raison_plus_direct_plus_pratique;Raison_plus_agreable;Raison_moins_voiture;Raison_habitude;Raison_autre;Raison_autre_commentaire_libre;Sentiment_securite;Perception_risque_collision_pietons_cyclistes;Confort_rarement_gene_autres_usagers;Confort_lisibilite_positionnement;Perception_tensions;Cohabitation_agreable;Explication_ressenti_raison_1;Explication_ressenti_raison_2;Explication_ressenti_raison_3;Explication_ressenti_raison_4;Explication_ressenti_raison_5;Situations_evitement_axe;Evitement_quand;Evitement_pourquoi;Usagers_genants_cyclistes;Usagers_genants_livreurs_velo;Usagers_genants_pietons;Usagers_genants_trottinettes;Usagers_genants_voitures;Usagers_genants_camionnettes;Usagers_genants_autres;Usagers_genants_autres_commentaire_libre;Qualificatif_1;Qualificatif_2;Qualificatif_3;Genre;Age
P237;29/04/25;18:40;pietons;vers corbeau;moins souvent;promenade;;null;oui;null;null;null;;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;amenagement - ;absence de separation;;;;non;;;null;null;null;null;null;null;null;;joli;convivial;esthetique;ne sait pas;ne sait pas 
P238;29/04/25;18:40;pietons;sans reponse;tous les jours;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;comportement derangeant cyclistes;;;;oui;;changer de chemin;oui;null;null;oui;null;null;null;;vert;;;femme;60 et plus
P239;29/04/25;18:40;pietons;vers gallia;toutes les semaines;promenade;;null;oui;null;null;null;;plutot d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;amenagement +;espace assez large;;;;oui;marche de Noël;trop frequente;null;null;null;null;null;null;null;;prudent;bonne humeur;optimiste;homme;20-40
P240;29/04/25;18:45;pietons;sans reponse;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;densite frequentation - ;trop de monde en general;vitesse cyclistes;probleme avec les vehicule electrique (trotinettes,velos);;non;;;null;null;null;oui;null;null;oui;electrique;stressant;dangereux;excessif;femme;60 et plus
P241;29/04/25;18:45;pietons;vers gallia;moins souvent;promenade;;oui;null;null;null;null;;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;amenagement +;espace assez large;;;;non;;;null;null;null;null;null;null;null;;chill;calme;agreable;homme;20-40
P242;29/04/25;18:55;pietons;vers corbeau;tous les jours;promenade;;oui;oui;null;oui;null;;pas du tout d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;comportement derangeant cyclistes;aggresivite cyclistes;;;oui;;trop de cyclistes;oui;null;null;null;null;null;null;;agreable;dangereux;vivant;femme;60 et plus
P243;03/05/25;8:15;pietons;vers gallia;moins souvent;activites/loisirs;;null;oui;null;null;null;;tout a fait d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;plutot d'accord;densite frequentation +;bon equilibre pietons cyclistes;;;;non;;;null;null;null;null;null;null;null;;agreable;beau;paisible;homme;40-60
P244;03/05/25;8:20;pietons;vers corbeau;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;plutot pas d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;comportement - ;vitesse livreurs a velo;probleme avec les vehicule electrique (trotinettes,velos);vitesse cyclistes;;non;;;null;null;null;null;null;null;null;;tres agreable;vigilance;;homme;40-60
P245;03/05/25;8:30;pietons;vers corbeau;moins souvent;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;tout a fait d'accord;sans reponse;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;comportement - ;comportement derangeant cyclistes;;;;non;;;null;null;null;null;null;null;null;;grand;;;femme;60 et plus
P246;03/05/25;8:30;pietons;vers corbeau;toutes les semaines;activites/loisirs;;oui;oui;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;comportement - ;comportement derangeant cyclistes;;;;non;;;null;null;null;null;null;null;null;;tres agreable;anime;vigilence;femme;60 et plus
P247;03/05/25;8:35;pietons;vers gallia;moins souvent;activites/loisirs;;oui;null;null;null;null;;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;comportement - ;conflits/tensions/peur;comportement derangeant cyclistes;;;oui;tout le temps;;oui;oui;oui;oui;null;null;oui;electrique;desagreable;dangereux;regrettable;femme;60 et plus
P248;03/05/25;8:40;pietons;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;;;;;;non;;;null;null;null;null;null;null;null;;submerge;;;femme;20-40
P249;03/05/25;8:40;pietons;vers corbeau;tous les jours;promenade;;null;oui;null;null;null;;sans reponse;sans reponse;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;comportement derangeant cyclistes;;;;non;;;null;null;null;null;null;null;null;;mal foutu;;;femme;40-60
P250;03/05/25;8:40;pietons;vers corbeau;tous les jours;activites/loisirs;;oui;null;null;null;null;;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;vitesse cyclistes;probleme avec les vehicule electrique (trotinettes,velos);;;oui;le matin ;trop frequente;null;oui;null;oui;null;null;null;;anxieux;jolie;vigilant ;homme;20-40
P251;03/05/25;8:50;pietons;sans reponse;moins souvent;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;comportement - ;comportement derangeant cyclistes;;;;non;;;null;null;null;null;null;null;null;;sympathique;agreable;;homme;40-60
P252;03/05/25;8:50;pietons;vers gallia;tous les jours;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;;;;;;non;;;null;null;null;null;null;null;null;;agreable;;;homme;40-60
P253;03/05/25;8:50;pietons;vers corbeau;tous les jours;promenade;;null;oui;null;null;oui;travaux sur autre route;pas du tout d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;sans reponse;comportement - ;vitesse cyclistes;probleme avec les voitures/camionnettes ;vitesse livreurs a velo;;oui;;trop frequente;null;null;null;null;null;null;null;;flaner;risque percuter ;;homme;40-60
P254;03/05/25;8:50;pietons;vers gallia;tous les jours;promenade;;oui;oui;null;oui;null;;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;vitesse cyclistes;conflits/tensions/peur;absence de separation;;oui;quand il y a du monde;;oui;null;null;oui;null;null;null;;ras le bol;irrespect;;femme;60 et plus
P255;03/05/25;8:55;pietons;sans reponse;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;amenagement - ;absence de separation;;;;oui;marche de Noël;trop frequente;null;null;null;null;null;null;null;;agreable;;;femme;40-60
P256;03/05/25;9:05;pietons;vers gallia;premiere fois;activites/loisirs;;null;oui;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;comportement + ;tout le monde se respecte;;;;non-concerne;;;null;null;null;null;null;null;null;;agreable;vert;decouverte;femme;20-40
P257;03/05/25;9:05;pietons;vers gallia;premiere fois;promenade;;null;oui;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;comportement + ;bon equilibre pietons cyclistes;tout le monde se respecte;;;non-concerne;;;null;null;null;null;null;null;null;;respect entre usagers;mobilites douces;calme;homme;20-40
P258;03/05/25;9:15;pietons;vers gallia;moins souvent;activites/loisirs;;null;oui;oui;null;null;;tout a fait d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;ne sait pas;plutot d'accord;comportement + ;bon equilibre pietons cyclistes;manque de signaletique;;;non;;;null;null;null;null;null;null;null;;vert;agreable;jolie vue;femme;40-60
P259;03/05/25;9:15;pietons;vers gallia;tous les jours;activites/loisirs;;null;oui;null;null;null;;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;comportement - ;probleme avec les vehicule electrique (trotinettes,velos);comportement derangeant cyclistes;;;oui;;;null;null;null;null;null;null;null;;degrade;;;femme;40-60
P260;03/05/25;9:20;pietons;vers gallia;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;comportement;espace assez large;probleme avec les voitures/camionnettes ;;;non;;;null;null;null;null;null;null;null;;attentif;;;homme;60 et plus
P261;03/05/25;9:20;pietons;vers gallia;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;comportement - ;comportement derangeant cyclistes;vitesse livreurs a velo;;;oui;samedi;trop frequente;oui;oui;oui;null;null;null;oui;flux en general;agreable;securite;charge;homme;20-40
P262;03/05/25;9:20;pietons;vers corbeau;tous les jours;promenade;;oui;null;null;oui;null;;plutot d'accord;pas du tout d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;comportement + ;bon equilibre pietons cyclistes;;;;non;;;null;null;null;null;null;null;null;;calme;naturel;bon pour la sante;femme;60 et plus
P263;03/05/25;9:25;pietons;sans reponse;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;amenagement - ;espace assez large;;;;non;;;null;null;null;null;null;null;null;;agreable;;;homme;40-60
P264;03/05/25;9:25;pietons;vers gallia;tous les jours;travail/etudes;;null;null;null;oui;null;;plutot d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;amenagement - ;obstacles amenagement (arbres, bancs…);touristes ne comprennent pas l'espace;;;non;;;null;null;null;null;null;null;null;;encombre;agreable;;homme;20-40
P265;03/05/25;9:30;pietons;vers gallia;tous les jours;activites/loisirs;;oui;oui;null;null;null;;plutot d'accord;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;amenagement - ;touristes ne comprennent pas l'espace;absence de separation;;;oui;;;null;null;null;null;null;null;null;;agreable;;;femme;20-40
P266;03/05/25;9:40;pietons;vers corbeau;premiere fois;promenade;;null;oui;null;null;null;;plutot pas d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;amenagement - ;absence de separation;;;;non-concerne;;;null;null;null;null;null;null;null;;agreable;stressant;joli;femme;40-60
P267;03/05/25;9:40;pietons;vers corbeau;tous les jours;autre;ecole a proximite;null;null;null;oui;null;;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;comportement derangeant cyclistes;;;;non;;;null;null;null;null;null;null;null;;beau;calme;insecurite;femme;40-60
P268;03/05/25;9:40;pietons;sans reponse;tous les jours;activites/loisirs;;null;oui;null;null;null;;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;;;;;;non;;;null;null;null;null;null;null;null;;corrsct;;;femme;40-60
P269;03/05/25;9:45;pietons;vers corbeau;tous les jours;promenade;;null;null;oui;null;null;;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;comportement - ;comportement derangeant cyclistes;probleme avec les vehicule electrique (trotinettes,velos);;;non;;;null;null;null;null;null;null;null;;agreable;conflictuel;;homme;60 et plus
P270;03/05/25;9:45;pietons;sans reponse;tous les jours;promenade;;null;null;null;oui;null;;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;densite frequentation - ;trop de monde en general;touristes ne comprennent pas l'espace;vitesse livreurs a velo;;oui;quand il y a du monde;;oui;oui;null;null;oui;oui;null;;insecurite;agressif;vigilant ;homme;40-60
P271;03/05/25;9:45;pietons;vers corbeau;tous les jours;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;ne sait pas;plutot d'accord;densite frequentation +;bon equilibre pietons cyclistes;;;;oui;quand il y a du monde;;oui;null;null;null;null;null;null;;mieux;;;femme;60 et plus
P272;03/05/25;9:50;pietons;vers corbeau;tous les jours;promenade;;null;oui;null;null;null;;plutot d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;comportement - ;conflits/tensions/peur;;;;non;;;null;null;null;null;null;null;null;;agreable;;;femme;60 et plus
P273;03/05/25;9:55;pietons;sans reponse;premiere fois;promenade;;null;null;null;null;oui;par hasard;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;;;;;;non-concerne;;;null;null;null;null;null;null;null;;tranquille;joli;;homme;20-40
P274;03/05/25;10:00;pietons;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;oui;commerce;plutot d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;plutot d'accord;amenagement - ;trop de cyclistes;espace assez large;;;non;;;null;null;null;null;null;null;null;;agreable;joli;pas insecurite;femme;20-40
P275;03/05/25;10:00;pietons;sans reponse;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;plutot d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;comportement + ;bon equilibre pietons cyclistes;amenagements bien adaptes;;;non;;;null;null;null;null;null;null;null;;calme;buccolique;sympathique ;homme;60 et plus
P276;03/05/25;10:05;pietons;vers corbeau;toutes les semaines;promenade;;oui;null;null;null;oui;salon de the;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;comportement - ;trop de cyclistes;comportement derangeant cyclistes;;;non;;;null;null;null;null;null;null;null;;agreable;spacieuse;manque d'animations;femme;40-60
P277;03/05/25;10:10;pietons;vers corbeau;tous les jours;activites/loisirs;;oui;null;null;oui;null;;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;comportement - ;vitesse cyclistes;probleme avec les voitures/camionnettes ;;;oui;;trop frequente;null;null;null;null;oui;null;null;;agreable;pratique;mefiant;homme;moins de 20
P278;03/05/25;10:20;pietons;vers gallia;moins souvent;activites/loisirs;;null;oui;oui;null;null;;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;densite frequentation - ;trop de monde en general;;;;oui;quand il y a du monde;;null;oui;null;oui;oui;null;null;;beau;agreable;frequente;femme;20-40
P279;03/05/25;10:20;pietons;vers gallia;tous les jours;promenade;;null;oui;oui;null;null;;plutot pas d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;vitesse livreurs a velo;probleme avec les vehicule electrique (trotinettes,velos);;;oui;;trop frequente;oui;oui;null;oui;null;null;null;;agreable;insecurite;plaisant;femme;20-40
P280;03/05/25;10:25;pietons;vers gallia;tous les jours;activites/loisirs;;null;oui;null;null;null;;plutot d'accord;pas du tout d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;comportement - ;vitesse cyclistes;;;;oui;apres-midi;trop frequente;oui;oui;null;null;null;null;null;;insecurite;vitesse;incivilite;femme;60 et plus
P281;03/05/25;10:30;pietons;vers gallia;tous les jours;activites/loisirs;;null;oui;null;null;null;;plutot d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;comportement - ;probleme avec les voitures/camionnettes ;;;;non;;;null;null;null;null;null;null;null;;bien-être;mieux qu'avant;;homme;60 et plus
P282;03/05/25;10:30;pietons;vers gallia;toutes les semaines;travail/etudes;;oui;oui;null;null;null;;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;comportement - ;aggresivite cyclistes;;;;non;;;null;null;null;null;null;null;null;;buccolique;esthetique;plaisant;homme;20-40
P283;03/05/25;10:30;pietons;vers corbeau;tous les jours;activites/loisirs;;oui;oui;null;oui;null;;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;;vitesse cyclistes;;;;non;;;oui;null;null;oui;null;null;null;;agreable;tendu;;femme;60 et plus
P284;03/05/25;10:38;pietons;vers corbeau;toutes les semaines;promenade;;null;oui;null;null;null;;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;comportement - ;probleme avec les voitures/camionnettes ;;;;non;;;null;null;null;null;null;null;null;;confortable;detente;joie de vivre;homme;moins de 20
